b'EarthLabCU',"b""Look I'm tweeting from #Python in my #earthanalytics class""","b""Look I'm tweeting from #Python in my #earthanalytics class""",b'RT _Coleman _foley _Phillips _Sargey @\xe2\x80\xa6',b'RT _Coleman _foley _Phillips _Sargey \xe2\x80\xa6',"b""RT Look I'm tweeting from #Python in my #earthanalytics class""","b""Look I'm tweeting from #Python in my #earthanalytics class""",b'RT #ChannelNewsAsia had a good #gis #infographic #map for the #COVID19 #coronavirus: https://t.co/WdLxlnkdYB',b'Learn about spectral #remotesensing data in this lesson from the Earth Analytics in #python course (but don\xe2\x80\x99t be di https://t.co/Dv3FGOgeRC',"b""Look I'm tweeting from #ython in my #earhanalytics class"""
b'EarthLabCU',"b""Look I'm tweeting from #Python in my #earthanalytics class""","b""Look I'm tweeting from #Python in my #earthanalytics class""",b'RT _Coleman _foley _Phillips _Sargey @\xe2\x80\xa6',b'RT _Coleman _foley _Phillips _Sargey \xe2\x80\xa6',"b""RT Look I'm tweeting from #Python in my #earthanalytics class""","b""Look I'm tweeting from #Python in my #earthanalytics class""",b'RT #ChannelNewsAsia had a good #gis #infographic #map for the #COVID19 #coronavirus: https://t.co/WdLxlnkdYB',b'Learn about spectral #remotesensing data in this lesson from the Earth Analytics in #python course (but don\xe2\x80\x99t be di https://t.co/Dv3FGOgeRC',"b""Look I'm tweeting from #ython in my #earhanalytics class"""
